Accurate Response,BinSize,Bins,Congruency,RT,Reward Size,ScaleType,Subject,response
1.0,20.0,Bin_2,Incon,0.47389388084399997,17.0,Prob,Subj_12,k
1.0,80.0,Bin_4,Con,0.380306959152,78.0,Prob,Subj_12,m
0.0,100.0,Bin_5,Incon,0.371976852417,99.0,Prob,Subj_12,k
0.0,80.0,Bin_4,Con,0.670126914978,82.0,Prob,Subj_12,N
1.0,20.0,Bin_2,Incon,0.44571805000299997,23.0,Prob,Subj_12,m
1.0,0.0,Bin_1,Incon,0.499793052673,0.0,Prob,Subj_12,m
1.0,50.0,Bin_3,Incon,0.516052007675,51.0,Prob,Subj_12,k
1.0,0.0,Bin_1,Incon,0.500094890594,0.0,Prob,Subj_12,k
1.0,20.0,Bin_2,Con,0.41228389740000004,20.0,Prob,Subj_12,k
1.0,50.0,Bin_3,Con,0.41955614090000004,51.0,Prob,Subj_12,m
1.0,80.0,Bin_4,Incon,0.587697982788,82.0,Prob,Subj_12,k
1.0,50.0,Bin_3,Incon,0.47482085228,47.0,Prob,Subj_12,m
1.0,80.0,Bin_4,Incon,0.531289100647,78.0,Prob,Subj_12,m
1.0,100.0,Bin_5,Con,0.45799803733800004,100.0,Prob,Subj_12,m
1.0,0.0,Bin_1,Con,0.500147104263,0.0,Prob,Subj_12,m
1.0,20.0,Bin_2,Con,0.379578828812,18.0,Prob,Subj_12,m
1.0,50.0,Bin_3,Con,0.46427607536300003,48.0,Prob,Subj_12,k
1.0,100.0,Bin_5,Incon,0.514589071274,100.0,Prob,Subj_12,k
1.0,0.0,Bin_1,Con,0.442845821381,0.0,Prob,Subj_12,k
1.0,0.0,Bin_1,Con,0.356612920761,0.0,Prob,Subj_12,k
1.0,100.0,Bin_5,Con,0.36394906043999997,100.0,Prob,Subj_12,k
1.0,80.0,Bin_4,Con,0.41053390502899995,80.0,Prob,Subj_12,k
1.0,50.0,Bin_3,Incon,0.514265060425,48.0,Prob,Subj_12,m
1.0,20.0,Bin_2,Con,0.508098840714,22.0,Prob,Subj_12,k
1.0,80.0,Bin_4,Incon,0.491466999054,80.0,Prob,Subj_12,k
1.0,20.0,Bin_2,Con,0.459671020508,20.0,Prob,Subj_12,m
1.0,0.0,Bin_1,Incon,0.46881818771399997,0.0,Prob,Subj_12,m
0.0,0.0,Bin_1,Incon,0.520108938217,0.0,Prob,Subj_12,N
1.0,20.0,Bin_2,Incon,0.5800077915190001,21.0,Prob,Subj_12,m
1.0,50.0,Bin_3,Con,0.458737134933,50.0,Prob,Subj_12,m
0.0,100.0,Bin_5,Incon,0.41212415695200005,100.0,Prob,Subj_12,m
1.0,100.0,Bin_5,Incon,0.46798110008199995,97.0,Prob,Subj_12,m
1.0,20.0,Bin_2,Incon,0.483510971069,20.0,Prob,Subj_12,k
1.0,50.0,Bin_3,Con,0.412269115448,48.0,Prob,Subj_12,k
1.0,0.0,Bin_1,Con,0.437065124512,0.0,Prob,Subj_12,m
1.0,80.0,Bin_4,Incon,0.488737106323,78.0,Prob,Subj_12,m
1.0,80.0,Bin_4,Con,0.402822971344,83.0,Prob,Subj_12,m
1.0,50.0,Bin_3,Incon,0.48326396942100003,52.0,Prob,Subj_12,k
1.0,100.0,Bin_5,Con,0.42807388305699995,99.0,Prob,Subj_12,m
1.0,80.0,Bin_4,Incon,0.434528112411,82.0,Prob,Subj_12,k
1.0,0.0,Bin_1,Con,0.380075931549,0.0,Prob,Subj_12,m
1.0,50.0,Bin_3,Con,0.379915952682,49.0,Prob,Subj_12,m
1.0,80.0,Bin_4,Con,0.427708148956,78.0,Prob,Subj_12,m
1.0,20.0,Bin_2,Incon,0.49009418487499995,21.0,Prob,Subj_12,m
0.0,50.0,Bin_3,Incon,0.5301380157469999,47.0,Prob,Subj_12,N
1.0,100.0,Bin_5,Con,0.448440790176,100.0,Prob,Subj_12,m
1.0,0.0,Bin_1,Con,0.412301063538,0.0,Prob,Subj_12,k
1.0,100.0,Bin_5,Incon,0.531721830368,99.0,Prob,Subj_12,m
1.0,20.0,Bin_2,Con,0.394497871399,18.0,Prob,Subj_12,k
1.0,100.0,Bin_5,Con,0.347660064697,98.0,Prob,Subj_12,k
1.0,100.0,Bin_5,Incon,0.5548899173740001,100.0,Prob,Subj_12,k
0.0,0.0,Bin_1,Incon,0.55011510849,0.0,Prob,Subj_12,N
1.0,0.0,Bin_1,Incon,0.478466033936,0.0,Prob,Subj_12,k
1.0,80.0,Bin_4,Con,0.419643163681,78.0,Prob,Subj_12,k
1.0,20.0,Bin_2,Incon,0.513873815536,19.0,Prob,Subj_12,k
1.0,50.0,Bin_3,Incon,0.529057025909,53.0,Prob,Subj_12,m
1.0,20.0,Bin_2,Con,0.420348167419,20.0,Prob,Subj_12,m
1.0,50.0,Bin_3,Con,0.476619005203,51.0,Prob,Subj_12,k
1.0,80.0,Bin_4,Incon,0.482605934143,78.0,Prob,Subj_12,m
1.0,80.0,Bin_4,Incon,0.45024991035499995,77.0,Prob,Subj_12,k
1.0,50.0,Bin_3,Con,0.482781887054,50.0,Prob,Subj_12,k
1.0,0.0,Bin_1,Con,0.41321706771899996,0.0,Prob,Subj_12,k
1.0,20.0,Bin_2,Con,0.427050828934,18.0,Prob,Subj_12,m
1.0,50.0,Bin_3,Incon,0.49231481552100004,50.0,Prob,Subj_12,m
1.0,20.0,Bin_2,Incon,0.49106693267800006,23.0,Prob,Subj_12,k
0.0,20.0,Bin_2,Incon,0.500123023987,21.0,Prob,Subj_12,N
1.0,0.0,Bin_1,Incon,0.56796002388,0.0,Prob,Subj_12,k
1.0,80.0,Bin_4,Con,0.38756108284,81.0,Prob,Subj_12,k
0.0,80.0,Bin_4,Incon,0.5601139068600001,83.0,Prob,Subj_12,N
1.0,0.0,Bin_1,Incon,0.548655033112,0.0,Prob,Subj_12,m
1.0,20.0,Bin_2,Con,0.37242889404299995,22.0,Prob,Subj_12,k
1.0,100.0,Bin_5,Con,0.43506908416699996,99.0,Prob,Subj_12,k
1.0,0.0,Bin_1,Con,0.548187017441,0.0,Prob,Subj_12,m
0.0,100.0,Bin_5,Incon,0.387872934341,99.0,Prob,Subj_12,k
1.0,80.0,Bin_4,Con,0.44063496589699996,82.0,Prob,Subj_12,m
1.0,50.0,Bin_3,Incon,0.419797897339,52.0,Prob,Subj_12,k
1.0,50.0,Bin_3,Con,0.47394919395400004,48.0,Prob,Subj_12,m
1.0,100.0,Bin_5,Incon,0.443009138107,97.0,Prob,Subj_12,k
1.0,100.0,Bin_5,Con,0.386528015137,98.0,Prob,Subj_12,m
1.0,0.0,Bin_1,Con,0.43274688720700005,0.0,Det,Subj_12,m
1.0,20.0,Bin_2,Incon,0.589107036591,18.0,Det,Subj_12,m
0.0,50.0,Bin_3,Con,0.285337924957,48.0,Det,Subj_12,m
1.0,20.0,Bin_2,Incon,0.438623189926,20.0,Det,Subj_12,k
1.0,100.0,Bin_5,Con,0.40479016304,100.0,Det,Subj_12,k
1.0,50.0,Bin_3,Incon,0.469494104385,51.0,Det,Subj_12,m
1.0,20.0,Bin_2,Con,0.503145933151,21.0,Det,Subj_12,m
1.0,80.0,Bin_4,Con,0.35813498497,79.0,Det,Subj_12,k
0.0,0.0,Bin_1,Incon,0.381654024124,0.0,Det,Subj_12,m
1.0,80.0,Bin_4,Incon,0.437948942184,82.0,Det,Subj_12,k
1.0,80.0,Bin_4,Con,0.459379911423,83.0,Det,Subj_12,m
1.0,100.0,Bin_5,Incon,0.45272779464699997,98.0,Det,Subj_12,k
1.0,100.0,Bin_5,Con,0.380666017532,100.0,Det,Subj_12,m
1.0,0.0,Bin_1,Con,0.621834039688,0.0,Det,Subj_12,k
1.0,50.0,Bin_3,Con,0.538945913315,47.0,Det,Subj_12,m
1.0,80.0,Bin_4,Incon,0.452444076538,81.0,Det,Subj_12,m
0.0,100.0,Bin_5,Incon,0.364254951477,100.0,Det,Subj_12,k
1.0,0.0,Bin_1,Incon,0.44747996330300005,0.0,Det,Subj_12,m
1.0,20.0,Bin_2,Con,0.47046995163000005,20.0,Det,Subj_12,k
0.0,50.0,Bin_3,Incon,0.341683149338,47.0,Det,Subj_12,m
1.0,20.0,Bin_2,Con,0.462690114975,22.0,Det,Subj_12,m
1.0,50.0,Bin_3,Incon,0.438442230225,49.0,Det,Subj_12,k
1.0,80.0,Bin_4,Incon,0.49995303154,81.0,Det,Subj_12,k
1.0,100.0,Bin_5,Incon,0.475568056107,100.0,Det,Subj_12,m
1.0,20.0,Bin_2,Incon,0.653161048889,21.0,Det,Subj_12,m
1.0,100.0,Bin_5,Con,0.41303181648299997,97.0,Det,Subj_12,k
1.0,50.0,Bin_3,Con,0.493232011795,50.0,Det,Subj_12,m
1.0,50.0,Bin_3,Con,0.405946969986,49.0,Det,Subj_12,k
1.0,0.0,Bin_1,Con,0.5097219944,0.0,Det,Subj_12,k
1.0,20.0,Bin_2,Con,0.47106218338,23.0,Det,Subj_12,k
1.0,80.0,Bin_4,Incon,0.589563846588,78.0,Det,Subj_12,m
1.0,100.0,Bin_5,Incon,0.44475197792099996,97.0,Det,Subj_12,k
1.0,20.0,Bin_2,Incon,0.42887377739,21.0,Det,Subj_12,k
0.0,0.0,Bin_1,Incon,0.660106897354,0.0,Det,Subj_12,N
0.0,0.0,Bin_1,Incon,0.341385126114,0.0,Det,Subj_12,m
1.0,0.0,Bin_1,Con,0.37180900573700004,0.0,Det,Subj_12,m
1.0,80.0,Bin_4,Con,0.358694076538,80.0,Det,Subj_12,m
1.0,50.0,Bin_3,Incon,0.5963280200959999,52.0,Det,Subj_12,m
1.0,100.0,Bin_5,Con,0.509342908859,97.0,Det,Subj_12,m
1.0,80.0,Bin_4,Con,0.396285057068,82.0,Det,Subj_12,k
1.0,0.0,Bin_1,Incon,0.48498392105099997,0.0,Det,Subj_12,m
1.0,50.0,Bin_3,Incon,0.478163003922,50.0,Det,Subj_12,k
1.0,20.0,Bin_2,Con,0.381906032562,23.0,Det,Subj_12,m
1.0,0.0,Bin_1,Con,0.5425200462340001,0.0,Det,Subj_12,m
1.0,20.0,Bin_2,Incon,0.446310997009,20.0,Det,Subj_12,k
1.0,0.0,Bin_1,Con,0.42270898818999997,0.0,Det,Subj_12,k
1.0,50.0,Bin_3,Con,0.35756802558899997,49.0,Det,Subj_12,m
1.0,20.0,Bin_2,Con,0.42833304405199996,17.0,Det,Subj_12,k
1.0,80.0,Bin_4,Con,0.37975096702600003,81.0,Det,Subj_12,m
0.0,100.0,Bin_5,Incon,0.36472320556599996,97.0,Det,Subj_12,k
1.0,100.0,Bin_5,Con,0.630661010742,98.0,Det,Subj_12,k
1.0,0.0,Bin_1,Incon,0.5103979110719999,0.0,Det,Subj_12,k
1.0,80.0,Bin_4,Incon,0.445373058319,82.0,Det,Subj_12,k
1.0,100.0,Bin_5,Incon,0.42885684967,98.0,Det,Subj_12,k
1.0,80.0,Bin_4,Incon,0.548087835312,82.0,Det,Subj_12,m
1.0,80.0,Bin_4,Con,0.552640914917,83.0,Det,Subj_12,k
1.0,50.0,Bin_3,Incon,0.675827980042,50.0,Det,Subj_12,m
1.0,100.0,Bin_5,Con,0.44559693336499995,99.0,Det,Subj_12,m
1.0,50.0,Bin_3,Con,0.580744981766,49.0,Det,Subj_12,k
1.0,20.0,Bin_2,Incon,0.49180102348300003,19.0,Det,Subj_12,m
1.0,0.0,Bin_1,Incon,0.501909971237,0.0,Det,Subj_12,m
1.0,0.0,Bin_1,Con,0.446819782257,0.0,Det,Subj_12,k
1.0,20.0,Bin_2,Incon,0.453104972839,18.0,Det,Subj_12,k
1.0,50.0,Bin_3,Incon,0.461149930954,49.0,Det,Subj_12,k
1.0,100.0,Bin_5,Incon,0.5403838157649999,99.0,Det,Subj_12,k
1.0,100.0,Bin_5,Con,0.36528801918000003,99.0,Det,Subj_12,m
1.0,0.0,Bin_1,Con,0.429698944092,0.0,Det,Subj_12,m
0.0,100.0,Bin_5,Incon,0.590090036392,98.0,Det,Subj_12,N
1.0,80.0,Bin_4,Con,0.577775001526,81.0,Det,Subj_12,k
1.0,20.0,Bin_2,Incon,0.372307062149,20.0,Det,Subj_12,m
1.0,80.0,Bin_4,Incon,0.485626935959,80.0,Det,Subj_12,k
1.0,20.0,Bin_2,Con,0.379554033279,18.0,Det,Subj_12,m
0.0,100.0,Bin_5,Con,0.630111932755,97.0,Det,Subj_12,N
1.0,50.0,Bin_3,Incon,0.521599054337,49.0,Det,Subj_12,m
1.0,20.0,Bin_2,Con,0.589136123657,20.0,Det,Subj_12,k
1.0,50.0,Bin_3,Con,0.411065101624,48.0,Det,Subj_12,m
0.0,0.0,Bin_1,Incon,0.680119037628,0.0,Det,Subj_12,N
1.0,50.0,Bin_3,Con,0.502169132233,53.0,Det,Subj_12,k
1.0,80.0,Bin_4,Con,0.446246862411,78.0,Det,Subj_12,m
0.0,80.0,Bin_4,Incon,0.372051000595,83.0,Det,Subj_12,k
1.0,20.0,Bin_2,Con,0.446896076202,20.0,Det,Subj_12,k
1.0,50.0,Bin_3,Con,0.454041004181,48.0,Det,Subj_12,m
1.0,50.0,Bin_3,Con,0.516371011734,47.0,Det,Subj_12,k
1.0,0.0,Bin_1,Incon,0.62203502655,0.0,Det,Subj_12,m
1.0,20.0,Bin_2,Con,0.33454108238200003,20.0,Det,Subj_12,m
1.0,0.0,Bin_1,Con,0.590796947479,0.0,Det,Subj_12,k
1.0,80.0,Bin_4,Incon,0.494541883469,77.0,Det,Subj_12,m
1.0,100.0,Bin_5,Con,0.41291403770400004,100.0,Det,Subj_12,k
0.0,20.0,Bin_2,Incon,0.603250980377,19.0,Det,Subj_12,m
1.0,50.0,Bin_3,Incon,0.725623846054,48.0,Det,Subj_12,k
1.0,0.0,Bin_1,Incon,0.589038133621,0.0,Det,Subj_12,k
0.0,100.0,Bin_5,Incon,0.800129175186,97.0,Det,Subj_12,N
1.0,100.0,Bin_5,Con,0.407721996307,99.0,Det,Subj_12,m
1.0,80.0,Bin_4,Con,0.507882118225,83.0,Det,Subj_12,k
1.0,20.0,Bin_2,Incon,0.563455820084,18.0,Det,Subj_12,m
1.0,100.0,Bin_5,Incon,0.77356505394,99.0,Det,Subj_12,k
1.0,80.0,Bin_4,Incon,0.592650175095,81.0,Det,Subj_12,k
1.0,0.0,Bin_1,Con,0.37300896644599996,0.0,Det,Subj_12,m
1.0,50.0,Bin_3,Incon,0.47868490219099996,47.0,Det,Subj_12,m
1.0,80.0,Bin_4,Con,0.380044937134,81.0,Det,Subj_12,m
1.0,50.0,Bin_3,Con,0.5721647739410001,49.0,Det,Subj_12,m
1.0,0.0,Bin_1,Con,0.563825845718,0.0,Det,Subj_12,k
1.0,0.0,Bin_1,Incon,0.607400894165,0.0,Det,Subj_12,k
1.0,100.0,Bin_5,Incon,0.46221899986299997,99.0,Det,Subj_12,m
1.0,80.0,Bin_4,Incon,0.501220941544,79.0,Det,Subj_12,k
1.0,20.0,Bin_2,Incon,0.565039157867,20.0,Det,Subj_12,k
1.0,0.0,Bin_1,Con,0.423018217087,0.0,Det,Subj_12,m
1.0,80.0,Bin_4,Con,0.453761100769,82.0,Det,Subj_12,m
1.0,0.0,Bin_1,Incon,0.468074083328,0.0,Det,Subj_12,m
1.0,50.0,Bin_3,Incon,0.510730981827,52.0,Det,Subj_12,m
1.0,80.0,Bin_4,Incon,0.509503126144,82.0,Det,Subj_12,m
1.0,50.0,Bin_3,Con,0.500436067581,52.0,Det,Subj_12,k
1.0,20.0,Bin_2,Con,0.44641709327699997,21.0,Det,Subj_12,m
1.0,100.0,Bin_5,Con,0.436401128769,98.0,Det,Subj_12,m
1.0,50.0,Bin_3,Incon,0.5410480499270001,53.0,Det,Subj_12,k
1.0,100.0,Bin_5,Con,0.43024802207900004,97.0,Det,Subj_12,k
1.0,100.0,Bin_5,Incon,0.5056190490720001,98.0,Det,Subj_12,k
1.0,20.0,Bin_2,Con,0.437067985535,20.0,Det,Subj_12,k
1.0,80.0,Bin_4,Con,0.556864023209,82.0,Det,Subj_12,k
1.0,20.0,Bin_2,Incon,0.506719112396,21.0,Det,Subj_12,m
1.0,20.0,Bin_2,Incon,0.508519887924,18.0,Det,Subj_12,k
0.0,80.0,Bin_4,Incon,0.540130138397,79.0,Det,Subj_12,N
1.0,80.0,Bin_4,Con,0.36994504928599997,83.0,Det,Subj_12,m
1.0,50.0,Bin_3,Con,0.468813180923,49.0,Det,Subj_12,k
1.0,100.0,Bin_5,Con,0.43714690208400003,97.0,Det,Subj_12,m
1.0,0.0,Bin_1,Con,0.356287956238,0.0,Det,Subj_12,k
1.0,100.0,Bin_5,Con,0.502380847931,98.0,Det,Subj_12,k
1.0,0.0,Bin_1,Incon,0.5095920562740001,0.0,Det,Subj_12,m
1.0,20.0,Bin_2,Con,0.470291852951,22.0,Det,Subj_12,k
1.0,100.0,Bin_5,Incon,0.510126829147,99.0,Det,Subj_12,m
1.0,0.0,Bin_1,Con,0.43665289878799995,0.0,Det,Subj_12,m
0.0,0.0,Bin_1,Incon,0.34326004982,0.0,Det,Subj_12,m
0.0,50.0,Bin_3,Con,0.610116004944,49.0,Det,Subj_12,N
1.0,80.0,Bin_4,Con,0.405404090881,80.0,Det,Subj_12,k
1.0,100.0,Bin_5,Incon,0.48487305641199996,99.0,Det,Subj_12,k
1.0,50.0,Bin_3,Incon,0.43631315231299994,50.0,Det,Subj_12,m
1.0,50.0,Bin_3,Incon,0.502527952194,53.0,Det,Subj_12,k
1.0,20.0,Bin_2,Incon,0.521600008011,19.0,Det,Subj_12,m
1.0,80.0,Bin_4,Incon,0.563941001892,80.0,Det,Subj_12,k
1.0,20.0,Bin_2,Con,0.39673900604199996,23.0,Det,Subj_12,m
1.0,0.0,Bin_1,Con,0.494244098663,0.0,Prob,Subj_12,k
1.0,0.0,Bin_1,Con,0.34047079086300003,0.0,Prob,Subj_12,m
1.0,100.0,Bin_5,Con,0.38763809204099997,100.0,Prob,Subj_12,k
1.0,20.0,Bin_2,Con,0.39568400383,20.0,Prob,Subj_12,k
1.0,20.0,Bin_2,Con,0.41075897216799995,20.0,Prob,Subj_12,m
1.0,0.0,Bin_1,Incon,0.444657087326,0.0,Prob,Subj_12,k
1.0,50.0,Bin_3,Con,0.420261859894,50.0,Prob,Subj_12,k
1.0,100.0,Bin_5,Con,0.530754804611,98.0,Prob,Subj_12,m
1.0,100.0,Bin_5,Incon,0.49903202056900003,97.0,Prob,Subj_12,m
1.0,80.0,Bin_4,Con,0.40906214714100003,82.0,Prob,Subj_12,k
0.0,80.0,Bin_4,Incon,0.520140171051,82.0,Prob,Subj_12,N
0.0,100.0,Bin_5,Incon,0.36210989952100003,98.0,Prob,Subj_12,m
1.0,50.0,Bin_3,Incon,0.5084440708160001,52.0,Prob,Subj_12,m
0.0,20.0,Bin_2,Incon,0.579359054565,22.0,Prob,Subj_12,m
1.0,80.0,Bin_4,Con,0.356202840805,80.0,Prob,Subj_12,m
1.0,50.0,Bin_3,Incon,0.48678898811300003,49.0,Prob,Subj_12,k
1.0,20.0,Bin_2,Incon,0.411133050919,20.0,Prob,Subj_12,m
1.0,50.0,Bin_3,Con,0.364454030991,53.0,Prob,Subj_12,m
1.0,80.0,Bin_4,Incon,0.483472108841,80.0,Prob,Subj_12,k
1.0,0.0,Bin_1,Incon,0.442886829376,0.0,Prob,Subj_12,m
0.0,50.0,Bin_3,Incon,0.395540952682,49.0,Prob,Subj_12,m
1.0,80.0,Bin_4,Con,0.427933931351,83.0,Prob,Subj_12,k
1.0,20.0,Bin_2,Con,0.362874984741,21.0,Prob,Subj_12,m
1.0,0.0,Bin_1,Con,0.394623041153,0.0,Prob,Subj_12,m
1.0,100.0,Bin_5,Incon,0.48412895202600004,98.0,Prob,Subj_12,m
1.0,20.0,Bin_2,Incon,0.467338085175,21.0,Prob,Subj_12,m
1.0,0.0,Bin_1,Incon,0.47736310958899997,0.0,Prob,Subj_12,m
1.0,50.0,Bin_3,Con,0.379495859146,48.0,Prob,Subj_12,m
1.0,80.0,Bin_4,Incon,0.498034954071,80.0,Prob,Subj_12,m
1.0,80.0,Bin_4,Incon,0.523679971695,80.0,Prob,Subj_12,k
1.0,100.0,Bin_5,Con,0.554946184158,100.0,Prob,Subj_12,m
0.0,100.0,Bin_5,Incon,0.418965816498,97.0,Prob,Subj_12,m
1.0,50.0,Bin_3,Con,0.412548065186,50.0,Prob,Subj_12,k
1.0,20.0,Bin_2,Incon,0.594238996506,18.0,Prob,Subj_12,k
1.0,50.0,Bin_3,Incon,0.503648042679,47.0,Prob,Subj_12,m
1.0,80.0,Bin_4,Con,0.379479885101,77.0,Prob,Subj_12,m
0.0,100.0,Bin_5,Con,0.499521970749,98.0,Prob,Subj_12,m
1.0,0.0,Bin_1,Incon,0.613239049911,0.0,Prob,Subj_12,k
1.0,0.0,Bin_1,Con,0.524630069733,0.0,Prob,Subj_12,k
1.0,20.0,Bin_2,Con,0.388381958008,20.0,Prob,Subj_12,k
1.0,0.0,Bin_1,Con,0.532696008682,0.0,Prob,Subj_12,k
1.0,20.0,Bin_2,Con,0.62775015831,21.0,Prob,Subj_12,k
1.0,80.0,Bin_4,Incon,0.450354814529,79.0,Prob,Subj_12,m
1.0,50.0,Bin_3,Con,0.5003600120539999,50.0,Prob,Subj_12,k
1.0,100.0,Bin_5,Incon,0.531181097031,98.0,Prob,Subj_12,m
1.0,0.0,Bin_1,Con,0.444005966187,0.0,Prob,Subj_12,m
1.0,50.0,Bin_3,Incon,0.531693935394,47.0,Prob,Subj_12,m
1.0,100.0,Bin_5,Con,0.41211390495300004,98.0,Prob,Subj_12,k
0.0,80.0,Bin_4,Incon,0.40124297142,82.0,Prob,Subj_12,m
1.0,100.0,Bin_5,Incon,0.571990966797,99.0,Prob,Subj_12,k
1.0,50.0,Bin_3,Incon,0.6277489662169999,50.0,Prob,Subj_12,k
1.0,0.0,Bin_1,Incon,0.46097302436800003,0.0,Prob,Subj_12,m
1.0,20.0,Bin_2,Con,0.563692092896,17.0,Prob,Subj_12,m
1.0,80.0,Bin_4,Con,0.484328985214,78.0,Prob,Subj_12,m
1.0,0.0,Bin_1,Incon,0.43965196609499996,0.0,Prob,Subj_12,k
1.0,20.0,Bin_2,Incon,0.506677865982,17.0,Prob,Subj_12,k
1.0,50.0,Bin_3,Con,0.404328107834,47.0,Prob,Subj_12,m
1.0,20.0,Bin_2,Incon,0.571302890778,17.0,Prob,Subj_12,m
1.0,80.0,Bin_4,Con,0.45251607894900003,81.0,Prob,Subj_12,k
1.0,100.0,Bin_5,Con,0.433919906616,100.0,Prob,Subj_12,m
1.0,80.0,Bin_4,Incon,0.506268978119,80.0,Prob,Subj_12,m
1.0,80.0,Bin_4,Incon,0.570686101913,80.0,Prob,Subj_12,k
1.0,80.0,Bin_4,Con,0.386918067932,78.0,Prob,Subj_12,m
0.0,50.0,Bin_3,Con,0.620105028152,52.0,Prob,Subj_12,N
1.0,100.0,Bin_5,Con,0.44706010818499997,97.0,Prob,Subj_12,k
1.0,20.0,Bin_2,Con,0.37969994545,23.0,Prob,Subj_12,m
1.0,100.0,Bin_5,Incon,0.457688093185,99.0,Prob,Subj_12,m
1.0,0.0,Bin_1,Con,0.43573403358499996,0.0,Prob,Subj_12,m
1.0,20.0,Bin_2,Incon,0.476691007614,23.0,Prob,Subj_12,m
0.0,50.0,Bin_3,Incon,0.650153875351,50.0,Prob,Subj_12,N
1.0,20.0,Bin_2,Incon,0.530782938004,21.0,Prob,Subj_12,k
1.0,50.0,Bin_3,Con,0.477041959763,51.0,Prob,Subj_12,m
1.0,20.0,Bin_2,Con,0.411432027817,17.0,Prob,Subj_12,k
1.0,50.0,Bin_3,Incon,0.6244630813600001,52.0,Prob,Subj_12,m
0.0,100.0,Bin_5,Incon,0.6901459693909999,98.0,Prob,Subj_12,N
1.0,0.0,Bin_1,Incon,0.47244596481299994,0.0,Prob,Subj_12,k
1.0,0.0,Bin_1,Con,0.41329789161700003,0.0,Prob,Subj_12,k
1.0,100.0,Bin_5,Con,0.39518690109300003,100.0,Prob,Subj_12,m
1.0,0.0,Bin_1,Incon,0.49200510978699996,0.0,Prob,Subj_12,m
1.0,80.0,Bin_4,Con,0.467432022095,77.0,Prob,Subj_12,k
0.0,0.0,Bin_1,Con,0.720127105713,0.0,Prob,Subj_12,N
1.0,20.0,Bin_2,Con,0.370308876038,17.0,Prob,Subj_12,m
1.0,20.0,Bin_2,Incon,0.48452401161200004,20.0,Prob,Subj_12,m
1.0,100.0,Bin_5,Con,0.338995933533,100.0,Prob,Subj_12,m
1.0,80.0,Bin_4,Incon,0.6754899024959999,78.0,Prob,Subj_12,k
1.0,20.0,Bin_2,Con,0.370290994644,18.0,Prob,Subj_12,k
1.0,80.0,Bin_4,Incon,0.506821155548,80.0,Prob,Subj_12,m
1.0,100.0,Bin_5,Con,0.466989994049,100.0,Prob,Subj_12,k
0.0,50.0,Bin_3,Incon,0.443763971329,50.0,Prob,Subj_12,k
1.0,100.0,Bin_5,Incon,0.564332008362,99.0,Prob,Subj_12,k
1.0,0.0,Bin_1,Con,0.452162027359,0.0,Prob,Subj_12,k
1.0,50.0,Bin_3,Incon,0.5406808853149999,51.0,Prob,Subj_12,k
0.0,0.0,Bin_1,Incon,0.780139923096,0.0,Prob,Subj_12,N
1.0,80.0,Bin_4,Con,0.42887902259800004,78.0,Prob,Subj_12,m
1.0,50.0,Bin_3,Con,0.42693614959700005,50.0,Prob,Subj_12,k
1.0,50.0,Bin_3,Con,0.413089036942,50.0,Prob,Subj_12,m
1.0,100.0,Bin_5,Incon,0.419893026352,98.0,Prob,Subj_12,m
0.0,0.0,Bin_1,Incon,0.7901020050049999,0.0,Prob,Subj_12,N
1.0,20.0,Bin_2,Incon,0.541429042816,17.0,Prob,Subj_12,k
1.0,80.0,Bin_4,Con,0.788227081299,81.0,Prob,Subj_12,k
1.0,50.0,Bin_3,Con,0.387044906616,49.0,Prob,Subj_12,m
1.0,50.0,Bin_3,Incon,0.5959739685059999,49.0,Prob,Subj_12,k
1.0,20.0,Bin_2,Incon,0.572000980377,20.0,Prob,Subj_12,k
1.0,20.0,Bin_2,Con,0.402358055115,23.0,Prob,Subj_12,m
1.0,100.0,Bin_5,Incon,0.492104053497,100.0,Prob,Subj_12,k
1.0,100.0,Bin_5,Con,0.39453601837200003,99.0,Prob,Subj_12,k
1.0,80.0,Bin_4,Incon,0.47516989707900004,78.0,Prob,Subj_12,m
0.0,20.0,Bin_2,Con,0.500900030136,21.0,Prob,Subj_12,m
1.0,0.0,Bin_1,Incon,0.476485013962,0.0,Prob,Subj_12,m
1.0,100.0,Bin_5,Incon,0.404135942459,99.0,Prob,Subj_12,m
1.0,0.0,Bin_1,Con,0.5162961483,0.0,Prob,Subj_12,m
1.0,100.0,Bin_5,Con,0.396139144897,97.0,Prob,Subj_12,m
1.0,50.0,Bin_3,Incon,0.487533807755,47.0,Prob,Subj_12,m
1.0,80.0,Bin_4,Con,0.44234895706200006,82.0,Prob,Subj_12,k
1.0,0.0,Bin_1,Con,0.40515899658200005,0.0,Prob,Subj_12,k
0.0,80.0,Bin_4,Incon,0.7501440048219999,80.0,Prob,Subj_12,N
1.0,80.0,Bin_4,Con,0.413547992706,81.0,Prob,Subj_12,m
1.0,50.0,Bin_3,Con,0.418797016144,49.0,Prob,Subj_12,k
1.0,20.0,Bin_2,Incon,0.45057296752899995,19.0,Prob,Subj_12,m
1.0,0.0,Bin_1,Incon,0.5721569061280001,0.0,Prob,Subj_12,k
1.0,0.0,Bin_1,Incon,0.508509159088,0.0,Prob,Subj_12,m
1.0,100.0,Bin_5,Incon,0.443825006485,100.0,Prob,Subj_12,m
1.0,20.0,Bin_2,Incon,0.435477972031,20.0,Prob,Subj_12,m
1.0,50.0,Bin_3,Incon,0.523081064224,47.0,Prob,Subj_12,k
